"ID","Area","Feature","User Story","Expected Behavior (from code)","Code Refs","Status","Test Result","Issues Found","Fix Applied","Re-test Result"
"F228","Navigation","Centralized view-state model","As a user, I want every destination (chat, file, graph, task, meetings, email, workspace, notes, bases, home) treated as a single navigable view, so that navigation is consistent everywhere.","A ViewState union represents the current destination; currentViewState derives it from boolean flags and applyViewState mutually-exclusively toggles each view's open flag.","apps/x/apps/renderer/src/App.tsx:650; apps/x/apps/renderer/src/App.tsx:4157; apps/x/apps/renderer/src/App.tsx:4403","Verified","Issue found","E20","E20: Add a bg-tasks ViewState variant plus currentViewState/applyViewState branches.","Verified — build green + adversarial code re-review"
"F229","Navigation","Back navigation across views","As a user, I want to go back to my previous view, so that I can retrace my navigation across files, chats, graph, and folders.","navigateToView pushes the current view onto a back stack and clears forward; goBack pops the back stack (skipping entries equal to current), pushes current to forward, and applies the target view.","apps/x/apps/renderer/src/App.tsx:4668; apps/x/apps/renderer/src/App.tsx:4710","Verified","Issue found","E19","E19: Route these through navigateToView so the previous view is recorded in history.","Verified — build green + adversarial code re-review"
"F230","Navigation","Forward navigation","As a user, I want to go forward after going back, so that I can move through my view history in both directions.","goForward pops the forward stack (skipping entries equal to current), pushes current onto back, and applies the target; canNavigateBack/Forward gate the toolbar buttons.","apps/x/apps/renderer/src/App.tsx:4730; apps/x/apps/renderer/src/App.tsx:4750","Tested","Pass (traced)","","",""
"F231","Navigation","Folder drill-down in history","As a user, I want workspace/notes folder drill-down to participate in back/forward, so that browsing folders behaves like normal navigation.","workspace and knowledge-view ViewStates carry a path/folderPath; navigating folders calls navigateToView so each folder level is a distinct history entry.","apps/x/apps/renderer/src/App.tsx:659; apps/x/apps/renderer/src/App.tsx:6706; apps/x/apps/renderer/src/App.tsx:6732","Tested","Pass (traced)","","",""
"F232","Navigation","Deep-link handling (solomon-ai://open)","As a user, I want external links to open a specific destination in the app, so that I can deep-link into files, chats, graph, tasks, and views.","parseDeepLink parses solomon-ai:// (and legacy scheme) type=file|chat|graph|task|suggested-topics|meetings|live-notes|workspace|knowledge-view|chat-history|home into a ViewState; app:openUrl events navigate to it.","apps/x/apps/renderer/src/App.tsx:688; apps/x/apps/renderer/src/App.tsx:4780","Tested","Pass (traced)","","",""
"F233","Navigation","Pending deep-link consumption on startup","As a user, I want a link clicked before the app finished launching to still open, so that cold-start deep links are not lost.","On mount the renderer invokes app:consumePendingDeepLink and, if a URL is returned, navigates to its parsed view.","apps/x/apps/renderer/src/App.tsx:4785; apps/x/apps/main/src/ipc.ts:752","Tested","Pass (traced)","","",""
"F234","Navigation","Sidebar collapse/expand toggle","As a user, I want to toggle the sidebar, so that I can reclaim horizontal space.","A fixed top-left button calls toggleSidebar; when collapsed a syncing spinner pill is shown at bottom-left.","apps/x/apps/renderer/src/App.tsx:734; apps/x/apps/renderer/src/components/sidebar-content.tsx:316","Tested","Pass (traced)","","",""
"F235","Navigation","Programmatic app-navigation tool actions","As an AI copilot, I want to navigate the app on the user's behalf, so that chat actions can open notes, views, and modify bases.","Tool results drive open-note (navigate to file), open-view (graph or bases), and update-base-view (apply filter/column/sort updates to a base config).","apps/x/apps/renderer/src/App.tsx:4882; apps/x/apps/renderer/src/App.tsx:4892","Tested","Pass (traced)","","",""
"F236","Navigation","Theme switching (light/dark/system)","As a user, I want to switch between light, dark, and system themes, so that the app matches my preference.","ThemeProvider stores theme in localStorage, applies the resolved light/dark class to documentElement, and live-updates on OS scheme changes when set to ""system"".","apps/x/apps/renderer/src/contexts/theme-context.tsx:49; apps/x/apps/renderer/src/contexts/theme-context.tsx:81","Tested","Pass (traced)","","",""
"F237","Navigation","Chat pane placement/size preferences","As a user, I want to control where the chat pane sits and its relative size, so that I can arrange the workspace to my liking.","ThemeContext also persists chatPanePlacement (""right""|""middle"") and chatPaneSize (""chat-smaller""|""chat-equal""|""chat-bigger"") in localStorage with legacy-key migration.","apps/x/apps/renderer/src/contexts/theme-context.tsx:64; apps/x/apps/renderer/src/contexts/theme-context.tsx:112","Tested","Pass (traced)","","",""
"F238","Navigation","Knowledge tree live refresh","As a user, I want the file tree and previews to update when files change on disk, so that the UI reflects external/agent edits.","The main process watches the workspace and emits workspace:didChange; the renderer reloads the directory tree and sidebar previews in response.","apps/x/apps/renderer/src/App.tsx:1654; apps/x/apps/main/src/ipc.ts:316","Tested","Pass (traced)","","",""
"F239","Sidebar","Quick-action header buttons","As a user, I want one-tap actions for common creations, so that I can start a chat, note, voice note, or browser task instantly.","Header renders New chat, New note (createNote), a VoiceNoteButton, and (if provided) a Run browser task button.","apps/x/apps/renderer/src/components/sidebar-content.tsx:773","Tested","Pass (traced)","","",""
"F240","Sidebar","Primary nav: Home/Email/Meetings/Knowledge","As a user, I want primary destinations in the sidebar with live previews, so that I can navigate and glance at status at once.","Renders Home, Email (unread count badge + top thread preview), Meetings (next-meeting preview + recording indicator), Knowledge (""Updated Nm ago"" sublabel); the active destination is highlighted via activeNav.","apps/x/apps/renderer/src/components/sidebar-content.tsx:791; apps/x/apps/renderer/src/components/sidebar-content.tsx:178","Tested","Pass (traced)","","",""
"F241","Sidebar","Secondary nav: Background agents / Workspaces","As a user, I want quick access to background agents and workspaces with summary labels, so that I can see counts/status before opening them.","Background agents shows ""N active - Last run"" or ""N failed - Needs review""; Workspaces shows the count of top-level workspace folders; clicking opens the respective view.","apps/x/apps/renderer/src/components/sidebar-content.tsx:937; apps/x/apps/renderer/src/components/sidebar-content.tsx:662","Tested","Pass (traced)","","",""
"F242","Sidebar","Email/meeting nav preview loading","As a user, I want the email/meeting previews to stay current, so that the sidebar reflects new mail and upcoming meetings.","Effects load gmail:getImportant (unread count + 1 preview) and calendar_sync JSON events (next meeting), re-running on workspace:didChange for gmail_sync/calendar_sync paths and on a 1h interval.","apps/x/apps/renderer/src/components/sidebar-content.tsx:450; apps/x/apps/renderer/src/components/sidebar-content.tsx:490","Tested","Pass (traced)","","",""
"F243","Sidebar","Meeting row recording controls","As a user, I want to start/stop meeting capture directly from the sidebar Meetings row, so that I can record without opening the meetings view.","When a meeting is previewed, hover reveals Take notes / Join & take notes; when recording, a pulsing red dot and a Stop button (disabled while connecting/stopping) appear and call onToggleMeetingRecording.","apps/x/apps/renderer/src/components/sidebar-content.tsx:840; apps/x/apps/renderer/src/components/sidebar-content.tsx:1548","Tested","Pass (traced)","","",""
"F244","Sidebar","Recents (collapsible)","As a user, I want recently touched notes, agents, and chats in one collapsible list, so that I can resume recent work.","Builds up to 4 each of notes/agents/chats, interleaves by recency capped at 12, shows type-specific icons; the section header toggles expansion and shows an empty hint when none.","apps/x/apps/renderer/src/components/sidebar-content.tsx:580; apps/x/apps/renderer/src/components/sidebar-content.tsx:986","Tested","Pass (traced)","","",""
"F245","Sidebar","Sync status footer + activity log","As a user, I want to see background sync status and a recent activity log, so that I know when services are syncing or failing.","SyncStatusBar listens to services:events, shows ""Syncing X / Recent sync issues / All caught up""; opening the popover loads logs/services.jsonl (newest first, max 1000) with per-event service tags and error details.","apps/x/apps/renderer/src/components/sidebar-content.tsx:191; apps/x/apps/renderer/src/components/sidebar-content.tsx:259","Tested","Pass (traced)","","",""
"F246","Sidebar","Billing / upgrade CTA","As a signed-in user, I want my plan and trial status with an upgrade/manage action, so that I can manage my subscription.","When connected and billing loaded, shows plan name, trial days remaining, and an Upgrade/Manage button opening appUrl?intent=upgrade.","apps/x/apps/renderer/src/components/sidebar-content.tsx:1025","Tested","Pass (traced)","","",""
